,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 138,191.9411725,177.9823175,,Generation 138,192.6643256,173.9141257,,Generation 138,195.7890912,173.6578406,,Generation 138,203.0696653,178.5720388,,Generation 138,222.7163715,200.0963095,,Generation 138,194.9054637,174.4586538,,Generation 138,217.8332199,193.87083,,Generation 138,203.8559243,173.3849453,,Generation 138,196.2818136,180.381962,,Generation 138,177.0891988,155.4938039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 139,195.3168545,177.6936966,,Generation 139,190.5492573,172.1390189,,Generation 139,196.4887863,171.9283108,,Generation 139,199.7525204,177.2761333,,Generation 139,219.4819572,199.7260884,,Generation 139,196.818238,176.6595284,,Generation 139,215.2746671,192.9596727,,Generation 139,202.490405,172.8877843,,Generation 139,200.1848191,176.801984,,Generation 139,179.3283227,155.5898203
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 140,190.3451737,176.0146353,,Generation 140,192.5529296,171.955904,,Generation 140,196.3565914,170.4318287,,Generation 140,197.4683681,177.2761333,,Generation 140,218.2485246,198.8594064,,Generation 140,196.9221694,174.5460744,,Generation 140,210.2261768,192.0167596,,Generation 140,196.280102,170.1927874,,Generation 140,197.448307,174.3187488,,Generation 140,177.1000844,155.4938039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 141,187.6199628,174.4529263,,Generation 141,190.4133996,171.4917658,,Generation 141,190.5656689,169.7560777,,Generation 141,195.3405359,173.566446,,Generation 141,220.7401283,197.2139137,,Generation 141,196.3206521,173.9318297,,Generation 141,211.5218767,191.7923542,,Generation 141,192.5915364,167.9116792,,Generation 141,199.1918711,173.6114584,,Generation 141,173.9222669,155.4938039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 142,193.2545255,174.4529263,,Generation 142,188.2795967,171.1410278,,Generation 142,193.4576244,169.7560777,,Generation 142,191.8905356,173.566446,,Generation 142,217.1884858,195.7202295,,Generation 142,196.7000429,170.5663844,,Generation 142,213.4812931,190.7386441,,Generation 142,187.587298,163.8619537,,Generation 142,195.540729,172.6404785,,Generation 142,172.9566152,155.4938039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 143,195.0602394,171.1036259,,Generation 143,192.4599873,171.0576643,,Generation 143,190.9235664,170.075957,,Generation 143,193.5265532,174.1518261,,Generation 143,215.1961146,192.5415554,,Generation 143,195.8429312,170.5663844,,Generation 143,215.5091944,191.3516753,,Generation 143,193.4610292,163.4021787,,Generation 143,193.6386302,172.6404785,,Generation 143,172.5299634,153.92561
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 144,193.2873299,172.3904081,,Generation 144,188.9143529,170.7820187,,Generation 144,186.3019695,170.075957,,Generation 144,193.7157288,173.3953236,,Generation 144,216.3128709,191.7727333,,Generation 144,193.5039306,170.5663844,,Generation 144,211.6616512,189.2222577,,Generation 144,188.2217288,163.4021787,,Generation 144,196.4573024,171.3780125,,Generation 144,171.188827,153.92561
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 145,192.9517496,172.7141396,,Generation 145,186.1665534,170.396668,,Generation 145,187.2675564,169.2827264,,Generation 145,196.0147692,173.3953236,,Generation 145,215.0900321,191.7727333,,Generation 145,193.1027566,170.5663844,,Generation 145,209.5697961,189.2222577,,Generation 145,182.670802,162.6001045,,Generation 145,190.7895066,166.5990095,,Generation 145,172.5230051,152.1115379
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 146,187.8924355,171.6458407,,Generation 146,190.1523283,170.3133045,,Generation 146,188.6224256,169.1454839,,Generation 146,190.7633121,173.3953236,,Generation 146,211.9209781,191.3631627,,Generation 146,193.6541773,168.320633,,Generation 146,209.3889082,187.8473835,,Generation 146,184.4643593,162.5112799,,Generation 146,191.8660295,163.0854687,,Generation 146,169.6748033,151.1310855
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 147,187.5863888,171.5126813,,Generation 147,191.6993328,170.3133045,,Generation 147,189.8809067,168.9558004,,Generation 147,194.6240628,173.3011683,,Generation 147,215.9169344,191.1629637,,Generation 147,192.3442286,167.0417695,,Generation 147,204.5870956,186.4942611,,Generation 147,181.6195214,161.142656,,Generation 147,187.5062133,166.8955216,,Generation 147,173.8617455,151.1310855
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 148,191.7942386,169.5074963,,Generation 148,188.1954585,169.92632,,Generation 148,186.6080783,168.844107,,Generation 148,189.2513235,173.3953236,,Generation 148,213.9777983,190.3941416,,Generation 148,189.75194,163.4315818,,Generation 148,207.697666,185.4275933,,Generation 148,178.6785194,161.142656,,Generation 148,186.7477473,166.2096249,,Generation 148,174.4468985,151.1310855
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 149,195.8019822,167.2356913,,Generation 149,186.9552802,169.0470839,,Generation 149,187.9037449,168.0055015,,Generation 149,188.7250311,173.3011683,,Generation 149,206.475004,188.5269615,,Generation 149,186.5203733,165.6773332,,Generation 149,209.3061694,184.3442988,,Generation 149,178.0723368,160.6828811,,Generation 149,189.1193426,166.2096249,,Generation 149,171.2304661,150.6838725
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 150,188.7055994,164.8989486,,Generation 150,185.8046968,168.292511,,Generation 150,187.0167036,168.0055015,,Generation 150,190.0998881,172.985831,,Generation 150,208.6329691,188.5269615,,Generation 150,187.1269819,161.5243972,,Generation 150,207.4556289,181.9245085,,Generation 150,177.9345682,160.6828811,,Generation 150,185.4509749,161.052671,,Generation 150,168.8933593,149.8125736
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 151,186.1771116,165.994029,,Generation 151,189.1880242,167.5566055,,Generation 151,187.5484738,167.4599463,,Generation 151,188.9550867,172.985831,,Generation 151,209.0697015,187.2418522,,Generation 151,186.2241271,163.2642776,,Generation 151,204.58458,181.4457918,,Generation 151,175.80013,159.8808068,,Generation 151,185.1805073,162.7889566,,Generation 151,170.3912812,149.8125736
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 152,185.00649,161.631512,,Generation 152,186.8941527,165.535812,,Generation 152,189.8485237,167.4952635,,Generation 152,189.1335333,171.539487,,Generation 152,208.5987072,187.98032,,Generation 152,183.5419677,161.7905092,,Generation 152,201.3247474,180.9337436,,Generation 152,176.994569,159.4210319,,Generation 152,185.5228859,160.0816911,,Generation 152,169.7825692,149.1294535
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 153,177.9868683,161.0590209,,Generation 153,186.1777754,165.535812,,Generation 153,188.5745418,166.1609114,,Generation 153,193.5734782,169.5645989,,Generation 153,207.777411,186.9791326,,Generation 153,180.4614626,160.6061886,,Generation 153,204.6665132,181.4457918,,Generation 153,181.448249,155.7293384,,Generation 153,180.6826477,160.0816911,,Generation 153,168.2367812,147.2160761
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 154,175.5791242,161.2847292,,Generation 154,185.0211641,165.2601664,,Generation 154,186.1835296,165.5664842,,Generation 154,190.4101522,170.1264395,,Generation 154,206.8975242,187.5665667,,Generation 154,179.7195903,160.6061886,,Generation 154,202.6313286,179.5414857,,Generation 154,173.3980996,151.9513998,,Generation 154,181.2478562,159.8660685,,Generation 154,167.9705936,146.5341636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 155,174.5997174,157.8951567,,Generation 155,185.8071683,164.1088765,,Generation 155,188.7318465,163.6471811,,Generation 155,189.3751094,168.728817,,Generation 155,211.1185393,186.0394245,,Generation 155,183.7149987,159.5633571,,Generation 155,200.4101288,179.1329307,,Generation 155,176.4650554,147.6052423,,Generation 155,183.8719581,159.8660685,,Generation 155,163.5029032,146.642177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 156,171.3717377,159.3105491,,Generation 156,181.3598199,160.1385445,,Generation 156,185.2151881,164.4461059,,Generation 156,184.9873662,168.4066173,,Generation 156,209.0891609,185.2036622,,Generation 156,183.4652979,159.8226092,,Generation 156,198.2075757,179.6247392,,Generation 156,175.9690942,149.0802957,,Generation 156,178.7384286,159.2081542,,Generation 156,164.406145,145.214444
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 157,171.4156113,156.0319764,,Generation 157,181.8897023,160.623549,,Generation 157,186.0509385,161.8300952,,Generation 157,192.0890833,166.8729804,,Generation 157,211.918912,184.8866185,,Generation 157,180.1925376,158.8262393,,Generation 157,197.0340042,179.6247392,,Generation 157,172.5169395,147.7045999,,Generation 157,178.026137,159.2081542,,Generation 157,164.1458054,143.1536997
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 158,170.1930299,154.9637246,,Generation 158,181.7602999,159.9811822,,Generation 158,181.8869301,161.8300952,,Generation 158,189.6410883,167.7690517,,Generation 158,205.8534286,183.8248135,,Generation 158,182.5618301,158.3415198,,Generation 158,194.0846078,179.5448683,,Generation 158,169.8606721,147.2448249,,Generation 158,172.5597213,154.9693994,,Generation 158,165.6940913,142.4211251
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 159,174.2692696,154.1833626,,Generation 159,183.7988594,159.9811822,,Generation 159,184.960055,161.8300952,,Generation 159,186.7058983,166.7862617,,Generation 159,203.4758936,182.3893095,,Generation 159,175.8581545,158.6824223,,Generation 159,194.0488275,178.0641243,,Generation 159,167.5601058,145.7697716,,Generation 159,179.760516,154.9306078,,Generation 159,164.8448998,141.2688358
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 160,173.509588,154.1833626,,Generation 160,180.8535338,157.3506477,,Generation 160,185.4769354,161.8300952,,Generation 160,188.4433844,162.9989795,,Generation 160,204.1839879,181.026996,,Generation 160,181.6842059,158.4347984,,Generation 160,195.9468161,176.8756377,,Generation 160,165.3545085,145.7697716,,Generation 160,178.8744729,154.9306078,,Generation 160,160.9124645,142.7115788
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 161,165.2279912,153.42903,,Generation 161,175.036036,156.2082067,,Generation 161,185.0534672,161.6404118,,Generation 161,184.4614033,162.9639749,,Generation 161,203.4507345,180.7527829,,Generation 161,179.8240018,157.7681168,,Generation 161,195.9454692,175.7337226,,Generation 161,168.4528317,143.7817549,,Generation 161,179.211575,157.4076473,,Generation 161,164.0720289,141.7365232
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 162,170.7824705,151.6929285,,Generation 162,173.6711054,155.3061979,,Generation 162,185.3649265,161.8300952,,Generation 162,187.0016452,158.7577521,,Generation 162,202.4269836,180.1743161,,Generation 162,182.4970724,158.4347984,,Generation 162,195.2950812,175.4455072,,Generation 162,163.1895306,143.7817549,,Generation 162,175.8391763,157.2487052,,Generation 162,165.119231,141.1981917
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 163,163.7119508,152.4320379,,Generation 163,174.1749427,151.8527984,,Generation 163,183.1743515,161.6404118,,Generation 163,183.2323107,160.4844288,,Generation 163,201.4604816,180.1743161,,Generation 163,178.4468449,158.541925,,Generation 163,196.8806431,175.4455072,,Generation 163,164.4236304,142.7524174,,Generation 163,175.7192075,157.4784583,,Generation 163,160.5378658,138.0381531
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 164,163.2495252,150.3995363,,Generation 164,174.3230999,150.5794403,,Generation 164,180.3943912,160.3734107,,Generation 164,185.0391236,162.4593169,,Generation 164,201.3812949,179.2876711,,Generation 164,180.0384429,158.8109484,,Generation 164,195.7879844,175.2492305,,Generation 164,165.5315647,142.0613817,,Generation 164,173.6654647,155.7466698,,Generation 164,159.7177348,138.1580098
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 165,164.6909482,151.0683862,,Generation 165,179.5495226,149.9259963,,Generation 165,177.1504855,161.1450523,,Generation 165,181.4219384,158.3552423,,Generation 165,198.9892811,178.0025618,,Generation 165,177.3425459,157.6609902,,Generation 165,195.1116045,174.3476835,,Generation 165,161.8814518,141.5631185,,Generation 165,177.6357836,153.9542255,,Generation 165,160.9063124,137.5019216
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 166,160.4884194,149.3850216,,Generation 166,170.8199035,149.9259963,,Generation 166,181.63935,161.1450523,,Generation 166,179.4057724,158.3552423,,Generation 166,196.7738924,173.9794112,,Generation 166,172.3129021,157.6609902,,Generation 166,195.6059682,174.7050418,,Generation 166,162.8298198,141.6072031,,Generation 166,171.6671937,153.88005,,Generation 166,161.0785733,137.0335734
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 167,160.4305953,149.0263343,,Generation 167,172.305562,148.9416959,,Generation 167,179.7918631,157.9677477,,Generation 167,183.9529339,158.4989573,,Generation 167,196.3998191,173.9794112,,Generation 167,178.762288,156.439153,,Generation 167,193.183814,173.3376627,,Generation 167,165.4511193,139.0116769,,Generation 167,172.0459193,153.88005,,Generation 167,155.2734338,134.815256
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 168,160.8072205,148.7776359,,Generation 168,170.7933533,148.9416959,,Generation 168,178.7344207,155.522085,,Generation 168,178.8697718,156.4745095,,Generation 168,193.8915722,173.9794112,,Generation 168,179.3253288,155.9432568,,Generation 168,192.8414922,170.9599981,,Generation 168,165.6031393,137.8577876,,Generation 168,176.4308543,150.7391517,,Generation 168,157.6268805,137.392197
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 169,169.1272474,148.1895081,,Generation 169,171.9197209,148.9416959,,Generation 169,178.2278788,157.2626038,,Generation 169,176.7470952,154.2257307,,Generation 169,197.0424377,173.3872824,,Generation 169,173.2561537,154.7557173,,Generation 169,195.0660995,170.7491073,,Generation 169,159.5418762,137.8577876,,Generation 169,174.7916633,148.8049893,,Generation 169,156.4664613,135.889819
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 170,169.2916539,147.4986759,,Generation 170,170.325812,148.9416959,,Generation 170,173.6269901,155.8076554,,Generation 170,179.5767867,154.7994991,,Generation 170,193.9755148,173.207999,,Generation 170,171.9437997,153.5845504,,Generation 170,187.8261259,170.4690737,,Generation 170,162.030575,137.8069498,,Generation 170,171.6514293,148.8049893,,Generation 170,151.8108694,134.8730071
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 171,157.9898523,146.1743977,,Generation 171,169.9945137,147.9919258,,Generation 171,173.4283387,155.3967155,,Generation 171,181.996075,154.2257307,,Generation 171,193.3033145,171.2307669,,Generation 171,171.9428024,151.9699894,,Generation 171,191.5639773,170.6026398,,Generation 171,155.1948485,136.794799,,Generation 171,172.4823681,148.8049893,,Generation 171,151.2373258,134.815256
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 172,165.1025204,145.6409379,,Generation 172,167.0765088,148.5079097,,Generation 172,176.9427742,155.5451137,,Generation 172,177.6255203,152.6448756,,Generation 172,196.1605181,170.9493671,,Generation 172,168.6666551,149.271872,,Generation 172,191.8423652,170.3226061,,Generation 172,158.0315846,134.6665405,,Generation 172,174.1994707,148.3720645,,Generation 172,155.0642847,134.0853091
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 173,156.1566066,144.4766549,,Generation 173,166.9245783,147.9919258,,Generation 173,178.821178,153.9574243,,Generation 173,175.1619686,153.3268846,,Generation 173,189.2954406,170.1779549,,Generation 173,170.1104953,149.4215154,,Generation 173,187.4642423,169.2808088,,Generation 173,156.4224167,133.4618134,,Generation 173,169.6455596,147.374509,,Generation 173,153.1478137,132.7630117
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 174,163.5175628,142.0741098,,Generation 174,165.0407991,147.9919258,,Generation 174,180.5633289,154.2872971,,Generation 174,173.513314,151.7460294,,Generation 174,190.4818394,167.4293106,,Generation 174,169.603586,151.0224923,,Generation 174,188.0179927,168.3861271,,Generation 174,156.4123253,132.5197963,,Generation 174,173.7231446,147.374509,,Generation 174,149.7384041,131.7942978
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 175,164.2448801,142.1686216,,Generation 175,168.6970358,148.3580279,,Generation 175,173.0673405,153.593338,,Generation 175,174.5182761,152.0613715,,Generation 175,190.4635546,168.0605846,,Generation 175,170.2139148,149.4215154,,Generation 175,187.8780447,168.2011129,,Generation 175,152.06546,131.3235558,,Generation 175,171.8861688,147.374509,,Generation 175,150.5913474,131.61669
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 176,154.8384763,141.8277762,,Generation 176,168.7489756,148.0823823,,Generation 176,172.2190357,151.3563955,,Generation 176,171.3068808,150.4339532,,Generation 176,186.1280022,168.0605846,,Generation 176,173.4853389,149.4215154,,Generation 176,186.0533432,167.3064313,,Generation 176,151.455507,128.9182137,,Generation 176,169.2056991,147.6002479,,Generation 176,151.0993247,131.2580663
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 177,151.6637706,139.2358855,,Generation 177,167.4188657,148.0991637,,Generation 177,173.7793662,153.593338,,Generation 177,173.2945804,147.5946043,,Generation 177,187.0987332,166.8192006,,Generation 177,170.743059,149.646722,,Generation 177,185.2952984,166.0752788,,Generation 177,153.8720669,128.9182137,,Generation 177,166.942484,147.6002479,,Generation 177,151.9517107,131.2580663
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 178,150.2005784,141.0525939,,Generation 178,165.3220699,147.4250392,,Generation 178,171.2644473,153.593338,,Generation 178,171.8250104,147.5946043,,Generation 178,183.7869522,165.9391816,,Generation 178,170.9279127,150.3181357,,Generation 178,185.7646134,165.7334824,,Generation 178,153.7481578,128.9182137,,Generation 178,168.0437115,147.3713391,,Generation 178,148.2845643,131.2580663
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 179,149.8226896,139.4072048,,Generation 179,164.3349111,146.8015711,,Generation 179,174.006774,153.593338,,Generation 179,169.1067868,147.5946043,,Generation 179,187.0121143,165.9831459,,Generation 179,167.4763166,149.646722,,Generation 179,187.8665965,165.0011547,,Generation 179,146.139033,127.7643245,,Generation 179,162.4479059,145.9834497,,Generation 179,154.705752,131.1484054
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 180,157.766751,137.9185542,,Generation 180,168.1246891,145.8268743,,Generation 180,169.0746016,151.4919746,,Generation 180,170.1222402,147.5946043,,Generation 180,183.9379664,166.4010096,,Generation 180,167.6787192,148.8189155,,Generation 180,185.834951,164.7155493,,Generation 180,149.0422309,127.7643245,,Generation 180,161.3629,145.9834497,,Generation 180,152.3404364,130.2187453
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 181,151.4874126,136.8187702,,Generation 181,161.9615075,143.9635949,,Generation 181,169.6232001,151.4917874,,Generation 181,170.9428806,147.0504076,,Generation 181,187.1118873,163.4681751,,Generation 181,166.7853241,146.7461083,,Generation 181,185.4799432,164.7155493,,Generation 181,154.2827177,127.7643245,,Generation 181,165.1656205,145.9834497,,Generation 181,153.3689835,130.6851458
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 182,148.9926054,135.6860442,,Generation 182,160.7173079,144.7952269,,Generation 182,168.4670341,148.6738912,,Generation 182,172.9861987,146.0256125,,Generation 182,182.1312031,163.4681751,,Generation 182,167.4385635,148.1407576,,Generation 182,183.8651004,164.7155493,,Generation 182,147.9373904,126.4375153,,Generation 182,163.4888046,145.6698041,,Generation 182,151.6546656,129.4861368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 183,158.2195112,134.0873906,,Generation 183,162.102931,143.2387701,,Generation 183,169.6631591,148.9795137,,Generation 183,171.0798319,146.0203679,,Generation 183,185.247925,163.4681751,,Generation 183,168.2036448,148.0796329,,Generation 183,183.1507236,162.4920307,,Generation 183,146.9590453,127.5914046,,Generation 183,161.8704347,144.2787447,,Generation 183,151.3876568,125.8511559
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 184,160.9731699,134.4432869,,Generation 184,161.2845803,140.0927715,,Generation 184,171.7257368,147.5592914,,Generation 184,168.9705623,144.4228167,,Generation 184,181.6287133,163.4681751,,Generation 184,164.7970847,147.6066612,,Generation 184,184.7977712,162.4920307,,Generation 184,144.2505261,126.6382177,,Generation 184,166.1962412,143.5302241,,Generation 184,148.8720219,128.5021786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 185,150.1566292,133.4525252,,Generation 185,165.1343707,140.6764395,,Generation 185,170.6350437,147.5592914,,Generation 185,166.1591836,143.181019,,Generation 185,179.5390971,162.2553131,,Generation 185,169.1506336,147.6066612,,Generation 185,184.5521119,162.4920307,,Generation 185,141.2545671,126.4375153,,Generation 185,164.8349241,143.5302241,,Generation 185,148.8603548,128.5021786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 186,153.1039035,132.6997562,,Generation 186,161.2357978,140.090837,,Generation 186,170.7255075,146.2084415,,Generation 186,165.9514241,142.5765719,,Generation 186,179.7294575,162.0732771,,Generation 186,167.7508636,147.3373684,,Generation 186,185.2328714,159.1013787,,Generation 186,143.207852,125.3114086,,Generation 186,164.7731497,141.9639336,,Generation 186,147.8974109,127.4941064
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 187,147.5996598,132.552628,,Generation 187,157.901297,137.8652738,,Generation 187,169.0734985,146.5646263,,Generation 187,162.6070083,143.0906459,,Generation 187,182.0293348,161.8079421,,Generation 187,167.5593054,146.1775596,,Generation 187,185.1622653,158.5630772,,Generation 187,146.6580987,124.7047111,,Generation 187,159.252284,140.7166359,,Generation 187,148.1898402,127.4941064
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 188,151.8800916,130.6199042,,Generation 188,155.1567544,137.8633393,,Generation 188,169.7837705,146.2084415,,Generation 188,160.6851875,143.181019,,Generation 188,182.40338,157.7620944,,Generation 188,166.5035338,146.3054678,,Generation 188,180.7822488,158.6153066,,Generation 188,143.3768794,124.7968183,,Generation 188,163.271398,140.9257824,,Generation 188,145.5901674,127.2776328
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 189,143.0055327,127.6948458,,Generation 189,158.371758,137.8430318,,Generation 189,169.0045521,145.7045574,,Generation 189,159.4817246,144.0747026,,Generation 189,179.4183204,158.4576196,,Generation 189,166.0005554,146.3054678,,Generation 189,178.0693628,157.7743708,,Generation 189,147.1134413,124.7968183,,Generation 189,161.9339109,139.1804744,,Generation 189,148.0409525,127.4941064
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 190,149.5727791,127.2739921,,Generation 190,158.1315776,136.2496828,,Generation 190,167.2986035,144.9214447,,Generation 190,162.5219651,142.5720853,,Generation 190,181.1649772,157.1795756,,Generation 190,164.5942963,145.1456589,,Generation 190,175.2604017,157.1606414,,Generation 190,144.5607058,124.1469001,,Generation 190,162.0150117,139.4646576,,Generation 190,146.2716261,126.921186
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 191,143.0645893,127.9177773,,Generation 191,160.2632445,134.62257,,Generation 191,165.7655471,143.7534635,,Generation 191,161.9515251,142.2262967,,Generation 191,178.4876212,157.6204676,,Generation 191,165.3186999,144.0209559,,Generation 191,178.2606318,155.3096409,,Generation 191,145.247876,124.1469001,,Generation 191,164.0926695,138.606395,,Generation 191,141.6345219,126.921186
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 192,150.980648,126.7679776,,Generation 192,157.7121535,134.7080084,,Generation 192,161.3812361,142.9652586,,Generation 192,163.2873637,140.1463147,,Generation 192,178.6424033,156.0205028,,Generation 192,161.3510608,142.7197624,,Generation 192,175.3239933,155.0979299,,Generation 192,145.152245,123.7824388,,Generation 192,161.6831311,138.5366622,,Generation 192,145.6838987,126.921186
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 193,144.7279812,126.6218954,,Generation 193,155.4337679,134.6058531,,Generation 193,162.1489264,140.7339288,,Generation 193,158.5242621,140.8092659,,Generation 193,177.8630308,154.3041936,,Generation 193,164.3322769,141.8545113,,Generation 193,176.7789604,156.9489304,,Generation 193,144.4622378,123.9013474,,Generation 193,156.3555968,138.606395,,Generation 193,144.8981581,124.8674827
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 194,144.6108782,126.3379533,,Generation 194,154.5434396,133.3920783,,Generation 194,163.3491781,139.3137065,,Generation 194,162.9833231,140.6989419,,Generation 194,175.5629711,154.3041936,,Generation 194,162.2042446,142.1554754,,Generation 194,178.033178,154.1171106,,Generation 194,142.5774668,123.6673721,,Generation 194,154.2788764,137.7301314,,Generation 194,143.1672002,123.8483407
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 195,142.7831119,125.5585358,,Generation 195,152.9113882,135.6976976,,Generation 195,161.389306,139.5849269,,Generation 195,159.3644813,139.1539032,,Generation 195,174.3935791,155.0315328,,Generation 195,163.4587069,140.6217109,,Generation 195,173.4083851,156.8461378,,Generation 195,143.7738655,121.8429636,,Generation 195,159.697569,136.6723463,,Generation 195,142.7015889,123.8483407
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 196,137.7722487,125.773499,,Generation 196,158.0880103,131.5682293,,Generation 196,159.2720966,138.5617898,,Generation 196,164.3995113,138.006571,,Generation 196,172.57336,153.5817088,,Generation 196,160.4339952,140.5227924,,Generation 196,175.6379856,153.3506457,,Generation 196,142.3306071,121.8429636,,Generation 196,161.6189107,136.6723463,,Generation 196,145.4854289,123.8483407
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 197,139.4268379,124.805567,,Generation 197,161.9513752,131.5682293,,Generation 197,160.3511155,139.6512827,,Generation 197,158.3360044,138.6729775,,Generation 197,172.5455499,152.5679709,,Generation 197,157.5037962,140.0574239,,Generation 197,171.959563,153.3506457,,Generation 197,142.6833639,121.360419,,Generation 197,159.1106246,136.6723463,,Generation 197,140.7992537,123.7004689
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 198,144.540494,123.3502046,,Generation 198,157.2193465,135.6142051,,Generation 198,157.3881124,135.4559687,,Generation 198,156.0703065,136.4849078,,Generation 198,172.7515085,150.0825555,,Generation 198,159.7272704,140.0574239,,Generation 198,169.6945316,152.6979586,,Generation 198,140.7243503,119.7493767,,Generation 198,154.4285538,138.4012221,,Generation 198,140.0942379,122.0790907
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
